,matchID,date,matchday,season.id,matchDay,winner,duration,homeTeamFt,awayTeamFt,homeTeamHt,awayTeamHt,homeTeamID,homeTeam,awayTeamID,awayTeam
0,279230,2019-08-24T16:00:00Z,1,530,36,AWAY_TEAM,REGULAR,0,1,0,1,112,Parma Calcio 1913,109,Juventus FC
1,279228,2019-08-24T18:45:00Z,1,530,36,AWAY_TEAM,REGULAR,3,4,1,2,99,ACF Fiorentina,113,SSC Napoli
2,279231,2019-08-25T16:00:00Z,1,530,36,HOME_TEAM,REGULAR,1,0,0,0,115,Udinese Calcio,98,AC Milan
3,279229,2019-08-25T18:45:00Z,1,530,36,DRAW,REGULAR,3,3,2,2,100,AS Roma,107,Genoa CFC
4,279232,2019-08-25T18:45:00Z,1,530,36,AWAY_TEAM,REGULAR,0,3,0,1,584,UC Sampdoria,110,SS Lazio
5,279233,2019-08-25T18:45:00Z,1,530,36,AWAY_TEAM,REGULAR,0,1,0,0,104,Cagliari Calcio,449,Brescia Calcio
6,279234,2019-08-25T18:45:00Z,1,530,36,HOME_TEAM,REGULAR,2,1,1,0,586,Torino FC,471,US Sassuolo Calcio
7,279235,2019-08-25T18:45:00Z,1,530,36,DRAW,REGULAR,1,1,1,1,450,Hellas Verona FC,103,Bologna FC 1909
8,279236,2019-08-25T18:45:00Z,1,530,36,AWAY_TEAM,REGULAR,2,3,2,1,1107,SPAL 2013,102,Atalanta BC
9,279227,2019-08-26T18:45:00Z,1,530,36,HOME_TEAM,REGULAR,4,0,2,0,108,FC Internazionale Milano,5890,US Lecce
10,279243,2019-08-30T18:45:00Z,2,530,36,HOME_TEAM,REGULAR,1,0,0,0,103,Bologna FC 1909,1107,SPAL 2013
11,279239,2019-08-31T16:00:00Z,2,530,36,HOME_TEAM,REGULAR,1,0,1,0,98,AC Milan,449,Brescia Calcio
12,279237,2019-08-31T18:45:00Z,2,530,36,HOME_TEAM,REGULAR,4,3,2,0,109,Juventus FC,113,SSC Napoli
13,279238,2019-09-01T16:00:00Z,2,530,36,DRAW,REGULAR,1,1,0,1,110,SS Lazio,100,AS Roma
14,279240,2019-09-01T18:45:00Z,2,530,36,AWAY_TEAM,REGULAR,1,3,1,1,115,Udinese Calcio,112,Parma Calcio 1913
15,279241,2019-09-01T18:45:00Z,2,530,36,AWAY_TEAM,REGULAR,2,3,1,1,102,Atalanta BC,586,Torino FC
16,279242,2019-09-01T18:45:00Z,2,530,36,AWAY_TEAM,REGULAR,1,2,0,1,104,Cagliari Calcio,108,FC Internazionale Milano
17,279244,2019-09-01T18:45:00Z,2,530,36,HOME_TEAM,REGULAR,2,1,1,0,107,Genoa CFC,99,ACF Fiorentina
18,279245,2019-09-01T18:45:00Z,2,530,36,HOME_TEAM,REGULAR,4,1,3,0,471,US Sassuolo Calcio,584,UC Sampdoria
19,279246,2019-09-01T18:45:00Z,2,530,36,AWAY_TEAM,REGULAR,0,1,0,0,5890,US Lecce,450,Hellas Verona FC
20,279249,2019-09-14T13:00:00Z,3,530,36,DRAW,REGULAR,0,0,0,0,99,ACF Fiorentina,109,Juventus FC
21,279247,2019-09-14T16:00:00Z,3,530,36,HOME_TEAM,REGULAR,2,0,1,0,113,SSC Napoli,584,UC Sampdoria
22,279248,2019-09-14T18:45:00Z,3,530,36,HOME_TEAM,REGULAR,1,0,1,0,108,FC Internazionale Milano,115,Udinese Calcio
23,279253,2019-09-15T10:30:00Z,3,530,36,AWAY_TEAM,REGULAR,1,2,0,0,107,Genoa CFC,102,Atalanta BC
24,279251,2019-09-15T13:00:00Z,3,530,36,AWAY_TEAM,REGULAR,1,3,0,2,112,Parma Calcio 1913,104,Cagliari Calcio
25,279254,2019-09-15T13:00:00Z,3,530,36,AWAY_TEAM,REGULAR,3,4,3,1,449,Brescia Calcio,103,Bologna FC 1909
26,279256,2019-09-15T13:00:00Z,3,530,36,HOME_TEAM,REGULAR,2,1,0,1,1107,SPAL 2013,110,SS Lazio
27,279250,2019-09-15T16:00:00Z,3,530,36,HOME_TEAM,REGULAR,4,2,4,0,100,AS Roma,471,US Sassuolo Calcio
28,279255,2019-09-15T18:45:00Z,3,530,36,AWAY_TEAM,REGULAR,0,1,0,0,450,Hellas Verona FC,98,AC Milan
29,279252,2019-09-16T18:45:00Z,3,530,36,AWAY_TEAM,REGULAR,1,2,0,1,586,Torino FC,5890,US Lecce
