,matchID,date,status,matchday,stage,group,lastUpdated,referees,season.id,season.startDate,season.endDate,matchDay,odds.msg,winner,duration,homeTeamFt,awayTeamFt,homeTeamHt,awayTeamHt,score.extraTime.homeTeam,score.extraTime.awayTeam,score.penalties.homeTeam,score.penalties.awayTeam,homeTeamID,homeTeam,awayTeamID,awayTeam
0,241177,2018-08-10 19:30:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 38806, 'name': 'João Pedro Pinheiro', 'nationality': None}, {'id': 37660, 'name': 'Bruno Rodrigues', 'nationality': None}, {'id': 37747, 'name': 'Nuno Eiras', 'nationality': None}, {'id': 37207, 'name': 'André Narciso', 'nationality': None}, {'id': 37729, 'name': 'Jorge de Sousa', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,3,2,3.0,0.0,,,,,1903,Sport Lisboa e Benfica,5543,Vitória SC
1,241178,2018-08-11 15:30:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 38762, 'name': 'Hélder Malheiro', 'nationality': None}, {'id': 57117, 'name': 'Bruno  Jesus', 'nationality': None}, {'id': 37617, 'name': 'Rui Cidade', 'nationality': None}, {'id': 43595, 'name': 'Luís Alberto Cansado Reforço', 'nationality': None}, {'id': 37812, 'name': 'Fábio Costa', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,2,0,1.0,0.0,,,,,5620,Vitória FC,5544,CD Aves
2,241181,2018-08-11 18:00:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 37629, 'name': 'Luís Godinho', 'nationality': None}, {'id': 15715, 'name': 'Rui Teixeira', 'nationality': None}, {'id': 37143, 'name': 'Jorge Cruz', 'nationality': None}, {'id': 15716, 'name': 'Bruno Duarte Paixão', 'nationality': None}, {'id': 37803, 'name': 'João Pedro Mendes', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0,1,0.0,0.0,,,,,1049,CD Tondela,5568,Os Belenenses Futebol
3,241173,2018-08-11 20:00:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 37724, 'name': 'Nuno Almeida', 'nationality': None}, {'id': 37626, 'name': 'Rui Licínio Barbosa Tavares', 'nationality': None}, {'id': 57114, 'name': 'Venâncio Manuel Raposo', 'nationality': None}, {'id': 57135, 'name': 'Pedro Vilaça', 'nationality': None}, {'id': 38733, 'name': 'Vasco Santos', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,5,0,3.0,0.0,,,,,503,FC Porto,1103,GD Chaves
4,241175,2018-08-12 15:00:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 37655, 'name': 'Anzhony Rodrigues', 'nationality': None}, {'id': 37883, 'name': 'Nuno Pereira', 'nationality': None}, {'id': 57124, 'name': 'Manuel Sousa Freitas', 'nationality': None}, {'id': 80466, 'name': 'Jose Gonçalves Santos', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,1,0,0.0,0.0,,,,,5575,CS Marítimo,5530,CD Santa Clara
5,241179,2018-08-12 15:00:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 37386, 'name': 'António Nobre', 'nationality': None}, {'id': 37883, 'name': 'Nuno Pereira', 'nationality': None}, {'id': 37550, 'name': 'André Dias', 'nationality': None}, {'id': 57145, 'name': 'João  Silva Pinho', 'nationality': None}, {'id': 38733, 'name': 'Vasco Santos', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,2,0,2.0,0.0,,,,,5565,CD Feirense,496,Rio Ave FC
6,241176,2018-08-12 17:30:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 15713, 'name': 'Tiago Martins', 'nationality': None}, {'id': 37509, 'name': 'André Campos', 'nationality': None}, {'id': 37611, 'name': 'Pedro Mota', 'nationality': None}, {'id': 37342, 'name': 'Cláudio Ruivo Pereira', 'nationality': None}, {'id': 37862, 'name': 'Hugo Miguel', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,1,3,1.0,1.0,,,,,583,Moreirense FC,498,Sporting Clube de Portugal
7,241174,2018-08-12 19:30:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 40129, 'name': 'Carlos Taborda Xistra', 'nationality': None}, {'id': 37591, 'name': 'Luciano Maia', 'nationality': None}, {'id': 15716, 'name': 'Bruno Duarte Paixão', 'nationality': None}, {'id': 37344, 'name': 'Marco Vieira', 'nationality': None}, {'id': 40141, 'name': 'Leonardo Marques', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,HOME_TEAM,REGULAR,4,2,2.0,2.0,,,,,5613,Sporting Clube de Braga,5529,CD Nacional
8,241180,2018-08-13 19:15:00,FINISHED,1,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 37761, 'name': 'João Santos Capela', 'nationality': None}, {'id': 37762, 'name': 'Nélson Moniz', 'nationality': None}, {'id': 37443, 'name': 'Duarte Brás', 'nationality': None}, {'id': 39896, 'name': 'Pedro Ramalho', 'nationality': None}, {'id': 37616, 'name': 'Bruno Alexandre Da Silva Esteves', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,AWAY_TEAM,REGULAR,0,2,0.0,0.0,,,,,5601,Portimonense SC,810,Boavista FC
9,241188,2018-08-17 19:30:00,FINISHED,2,REGULAR_SEASON,Regular Season,2019-04-14T19:33:49Z,"[{'id': 43540, 'name': 'Artur Soares Dias', 'nationality': None}, {'id': 37626, 'name': 'Rui Licínio Barbosa Tavares', 'nationality': None}, {'id': 38738, 'name': 'Inácio Pereira', 'nationality': None}, {'id': 37823, 'name': 'Gustavo Correia', 'nationality': None}, {'id': 15716, 'name': 'Bruno Duarte Paixão', 'nationality': None}]",183,2018-08-10,2019-05-19,34,Activate Odds-Package in User-Panel to retrieve odds.,DRAW,REGULAR,2,2,1.0,1.0,,,,,5544,CD Aves,1049,CD Tondela
